passenger_id,city,operating_system,GU subscription month,first vertical,predicted gender,predicted age 10year
3FT244BS125,D,Android,,Transport,Male,
2YK228QO300,D,iOS,,GrabFood,Female,
4JP747EN285,D,Android,,GrabFood,Male,
1BI756XE465,D,iOS,,GrabFood,Female,
8GL124SJ499,D,Android,,GrabFood,Male,
4QE910YJ138,D,Android,,GrabFood,Male,
3CE775KK354,C,iOS,,GrabFood,Female,
8YS988DK933,D,iOS,,GrabFood,Female,
9PF715SY331,D,Android,,Transport,Female,
1VS292KR170,D,Android,,GrabFood,Male,
3ME031RY541,D,iOS,,Transport,Male,
5UU112VH938,D,iOS,,Transport,Female,2
7HH137PU254,D,Android,,GrabFood,Female,
9IC570NB894,D,iOS,,GrabFood,Female,
1HN629SI288,D,Android,,Transport,Male,
7IQ315ST828,D,Android,,GrabFood,Male,
4WK746QG412,E,iOS,,GrabFood,Female,
6DT246EQ616,G,iOS,,Transport,Female,
5AY434UU099,A,Android,,Transport,Male,
8LK629RH670,G,Android,,GrabFood,Male,
6TJ454FM810,D,iOS,,GrabFood,Female,
6LF450HF684,D,Android,,GrabFood,Male,
8AQ233ZH675,D,Android,,GrabFood,Male,
1IA552BF823,D,iOS,,GrabFood,Female,
4AA327UW686,D,iOS,,Transport,Female,
6FY563ZY168,D,iOS,,GrabFood,Female,
9YW743YB432,G,Android,,GrabFood,Female,
5SU959KR116,G,iOS,,GrabFood,Female,
3GS772DN398,G,Android,,GrabFood,Female,
8GL239BS957,B,Android,,GrabFood,Male,
5DN608SV804,G,iOS,,GrabFood,Female,
2ZV776VE213,G,Android,,GrabFood,Female,
6SE379QW539,G,Android,,Transport,Male,
8YC156LX887,C,Android,,GrabFood,Male,
5GR779ZF220,G,Android,,Transport,Male,2
2OY665RE417,G,Android,,GrabFood,Male,
3PS626IW448,G,iOS,,GrabFood,Female,
8ZU862HO599,G,iOS,,Transport,Male,
6WI666RN217,G,Android,,GrabFood,Female,
2EI579KM807,G,iOS,,GrabFood,Female,2
6EQ223SZ390,A,Android,,GrabFood,Male,
7HL445JM162,D,Android,,GrabFood,Male,
4UN551YX779,C,Android,,GrabFood,Female,
7HO617GG531,C,iOS,,GrabFood,Male,
2XW885ZL307,C,Android,,GrabFood,Male,
6EG672TW764,C,iOS,,GrabFood,Female,
4BH139ET284,C,iOS,,Transport,Male,
8VC027XA027,C,Android,,Transport,Female,
4IX981CV268,C,iOS,,Transport,Female,
5BA154UV932,C,Android,,Transport,Female,
7DT516ZO316,C,Android,,GrabFood,Male,
9OI372GU148,C,Android,,GrabFood,Female,
3ED350DV203,E,Android,,GrabFood,Male,
8IR339KT383,A,iOS,,GrabFood,Male,
4CF066AA298,A,Android,,GrabFood,Male,
6QD201VG363,A,Android,,GrabFood,Female,
2WP814MU126,A,Android,,Transport,Female,
3EF946JB448,A,iOS,,Transport,Female,
9RU257YD207,A,Android,,Transport,Male,
9JV935LD088,A,Android,,GrabFood,Female,
4WE655UD753,B,iOS,,Transport,Female,
8MA894VW621,A,iOS,,Transport,Female,
7ZS007GF095,A,iOS,,GrabFood,,
9TJ884PG595,A,iOS,,GrabFood,Female,
6EU179OG392,A,Android,,GrabFood,Female,
1QM399NL386,F,Android,,GrabFood,Male,
6KG323VC586,D,iOS,,GrabFood,Female,
6ZX013QW190,D,Android,,GrabFood,Female,
3GI138UJ692,D,Android,,GrabFood,Male,
2DF209CV136,D,iOS,,Transport,Male,
3IZ759EM603,D,iOS,,GrabFood,Female,
8DB136IG149,D,iOS,,GrabFood,Male,
7UI184RY199,D,iOS,,Transport,Female,
7CO102AT597,D,iOS,,GrabFood,Female,
8DR050TN727,D,Android,,GrabFood,Male,
8QP955LN542,D,iOS,,GrabFood,Female,2
4TE715SU021,D,Android,,GrabFood,Female,
7SQ017XM043,A,iOS,,Transport,Male,
1FK203LP665,D,iOS,,Transport,Male,
5WL283ME991,D,iOS,,GrabFood,Male,
4DU426PH289,D,Android,,GrabFood,Female,
7FP449JU628,D,iOS,,GrabFood,Female,
9IJ945IL603,D,Android,,GrabFood,Male,
7NW482BA060,D,Android,,GrabFood,Female,2
5TY988LX144,D,iOS,,GrabFood,Female,2
9WX255NZ072,D,Android,,GrabFood,Female,
7TD163EU482,A,iOS,,Transport,Female,
4HW556BQ500,C,iOS,,GrabFood,Male,
7QD553SL283,A,iOS,,Transport,Female,
7ZF960GW639,A,Android,,Transport,Male,
5LY569SD485,A,Android,,Transport,Male,
5GC203GN621,C,Android,,GrabFood,Female,
5UX152CQ326,C,iOS,,GrabFood,Female,2
6RY908MX153,C,Android,,GrabFood,Female,
2ID280RK124,C,Android,,GrabFood,Male,
1UI739KB888,C,Android,,GrabFood,Female,
7BZ085UA339,C,Android,,GrabFood,Female,
5BA356QZ325,C,Android,,GrabFood,Male,
3OB780VU896,C,iOS,,Transport,Female,
1PH978ON089,C,iOS,,GrabFood,Female,
6RN380LJ352,C,Android,,GrabFood,Female,
6VN960SZ351,C,iOS,,Transport,Male,
9BA308HL755,E,iOS,,GrabFood,Male,
5NS710ZA919,E,iOS,,GrabFood,Female,
8ND060YT923,C,Android,,Transport,Male,2
5HY781WA945,E,iOS,Apr-22,GrabFood,Male,
2LC755EI395,A,Android,,Transport,Male,
6VH017YJ196,A,iOS,,Transport,Female,
7OC925RV528,F,iOS,,GrabFood,Female,
4TA699XN534,D,iOS,,Transport,Female,
6OP003EL070,C,iOS,,GrabFood,Female,
3GH632DU900,A,iOS,,Transport,Male,
6ER759TC321,A,Android,,Transport,Male,
4OT369ZT713,G,iOS,,GrabFood,Female,
3AT087IE694,A,iOS,May-22,GrabFood,Female,
1JR663WB812,A,iOS,Jan-22,Transport,Female,2
7UQ932UX646,A,iOS,,Transport,Female,
3KL291GT334,A,iOS,Feb-22,Transport,Female,2
5SC631SZ659,A,iOS,May-22,Transport,Male,2
3PU622DH117,A,Android,Mar-22,Transport,Female,2
2XS317CE236,A,Android,,GrabFood,Female,
4QY536RB837,A,iOS,,Transport,Male,2
7WE260GN238,A,iOS,,Transport,Female,2
8JJ378AB540,A,iOS,Mar-22,GrabFood,Female,
4QL196QN627,A,iOS,,GrabFood,Female,2
2PR895YW864,A,iOS,,Transport,Male,2
7DP658PF285,A,Android,Mar-22,Transport,Female,2
2ON798RD402,A,iOS,,Transport,Female,2
1SF017UX455,A,Android,,Transport,Male,2
2JL397YH718,A,Android,,Transport,Female,2
1QW149QF653,A,iOS,,Transport,Female,2
6QZ865NP203,A,iOS,,Transport,Male,
4OJ190VA018,A,iOS,Feb-22,Transport,Female,
5PB742KE666,G,Android,,GrabFood,Female,
4XI989TG243,G,Android,,GrabFood,Female,
4HM462ZF994,G,Android,,GrabFood,Female,
3MY902VY739,A,Android,,Transport,Male,
8GA963UV174,G,Android,,GrabFood,Male,
1NG575XV690,G,Android,,Transport,Male,
6OJ505XP146,G,Android,,GrabFood,Male,
3IO901SW828,G,Android,,Transport,Female,
8IK116LP457,A,iOS,,GrabFood,Male,
3BA706ZR520,G,iOS,,GrabFood,Male,
9AK374WL819,C,iOS,,GrabFood,Female,
1AN491QR855,A,Android,,Transport,Male,
9LA022LF343,A,Android,,GrabFood,Female,
5UN590AU573,A,Android,,GrabFood,Female,
5YE477EO835,A,Android,,GrabFood,Female,
8GG349HD279,A,Android,,GrabFood,Female,
3QC783QY604,A,Android,,GrabFood,Male,
1DU133EX916,A,Android,,GrabFood,Female,
4ZY745ZT228,A,Android,,GrabFood,Female,
9GP998EK579,A,Android,,Transport,Male,
1VJ798FS999,A,Android,,GrabFood,Male,
9BD144DO969,A,iOS,,Transport,Male,
3ZQ184TS674,A,Android,,Transport,Female,
7NJ347KQ646,A,Android,,Transport,Female,
9DF302QL842,G,iOS,,GrabFood,Female,
6QF311ZQ048,G,Android,,GrabFood,Male,
2QX364WH296,G,Android,,GrabFood,Female,
6JR587NZ583,G,iOS,,GrabFood,Male,
2PE921UX843,G,Android,,GrabFood,Female,
2GH569AR121,G,iOS,,GrabFood,Male,
1CK793NT787,G,Android,,GrabFood,Female,
4PE658EZ262,G,iOS,,Transport,Female,
4PS971QZ399,G,Android,,GrabFood,Male,
4XB128NU806,D,Android,,Transport,Female,
1JZ144XU388,B,Android,,GrabFood,Female,
7YU279ZA728,B,Android,,GrabFood,Female,
3PW156YT786,B,iOS,,Transport,Male,
7QK459HJ761,B,Android,,Transport,Female,
9OP243HK735,B,iOS,,Transport,Female,
9KG892RF213,B,iOS,,GrabFood,Female,
5FB076DX369,A,Android,,Transport,Female,
1NN316KS589,B,Android,,GrabFood,Female,
1EQ606VU174,A,Android,,Transport,Female,
9MZ517TK885,A,iOS,,Transport,Female,2
9EU418PI867,A,Android,,Transport,Female,
4LJ407MJ647,A,iOS,,Transport,Male,
5JA440CB350,A,Android,,GrabFood,Male,
1SX397QZ497,A,iOS,,Transport,Male,
8GH825OZ403,A,Android,,Transport,Female,
3ZF673JZ807,A,Android,,Transport,Female,
6YJ881QM857,A,iOS,,Transport,Male,
8KF815VN832,A,Android,,Transport,Female,
8NZ278SV188,A,Android,,GrabFood,Male,
3XT352BN451,A,iOS,,Transport,Male,
8FX708UF976,A,Android,,Transport,Female,
2OE061CA225,B,iOS,,Transport,Female,
5IF175FS431,A,Android,,Transport,Female,
1RC049GU793,A,Android,,GrabFood,Male,
1DM446SG479,A,Android,,GrabFood,Female,
2HJ469MV145,D,Android,,Transport,Male,
2JM540UA119,C,iOS,,GrabFood,Female,
3RY301PJ254,D,iOS,,Transport,Female,
7HY770AA101,C,Android,,GrabFood,Female,
8OF623PQ753,D,iOS,,Transport,Male,
8UW368OX774,A,Android,,Transport,Male,
6MB201QW117,C,Android,,Transport,Male,
9RB343OK904,D,iOS,,GrabFood,Male,
6ZA131KU150,D,Android,,GrabFood,Female,
1RZ387MN626,D,Android,,GrabFood,Female,
7CT508LX118,D,Android,,GrabFood,Female,
6DC197VL781,D,iOS,,GrabFood,Female,
7ID834KZ186,D,iOS,,GrabFood,Female,
7HM712UZ938,D,Android,,GrabFood,Male,
3FE795CX062,D,Android,,GrabFood,Male,
3ZQ582ZY118,D,Android,,GrabFood,Male,
6CL853NH773,A,Android,,GrabFood,Male,
8CG983FV595,D,iOS,,Transport,Male,
7AG186OA910,D,iOS,,GrabFood,Female,
7EU867EV981,D,Android,,Transport,Male,
6ZO117HO932,A,Android,,Transport,Male,
2QZ949IW954,C,iOS,,GrabFood,Male,
7LO750XW903,E,iOS,,GrabFood,Male,
6HO064PJ533,C,Android,,GrabFood,Female,
6JR444RN446,D,Android,,GrabFood,Female,
9MK695US791,C,Android,,GrabFood,Male,
4UI781DW616,E,Android,,GrabFood,Female,
6JQ529HG512,E,Android,,GrabFood,Female,
6RT019WR837,E,iOS,,Transport,Male,
9QD582YY476,E,Android,,GrabFood,Male,
8HH394EC740,E,iOS,,GrabFood,Female,
6SA822NA731,E,Android,,GrabFood,Female,
6TG755QO205,E,iOS,,Transport,Male,
6TK184SL234,E,iOS,,GrabFood,Female,
7MJ028YP958,A,Android,,GrabFood,Female,
2WU390PQ414,A,iOS,,GrabFood,Male,
5LP041OQ278,A,Android,,GrabFood,Female,
7JA319GT362,A,Android,,Transport,Male,
1QG850UU596,A,Android,,GrabExpress,Male,
7JF350SS460,A,Android,,GrabFood,Female,2
5HU337EG665,A,Android,,GrabFood,Female,
1JZ329UA599,A,Android,,GrabFood,Female,
4PM836BE014,A,Android,,Transport,Male,
1MZ377RO754,A,iOS,,GrabFood,Female,
3ZZ802VG706,A,Android,,GrabFood,Female,
1ZA020BF313,A,Android,,Transport,Male,
1SJ625OI230,A,iOS,,Transport,Female,2
6MO739QL709,A,Android,,Transport,Female,
4LE058HY486,A,Android,,Transport,Female,
7RC240NI909,A,iOS,,Transport,Female,
2RQ742VH307,A,iOS,,Transport,Male,
6UO318BU284,A,Android,,Transport,Female,
9VP152QJ126,A,Android,,GrabFood,Female,
6ZM750FR568,A,Android,,Transport,Female,
2TV561TM247,A,Android,,GrabFood,Female,
6YH746LT945,F,Android,,Transport,Female,
3QX326RS840,A,Android,,GrabFood,Female,
3ML124TT874,A,iOS,,Transport,Female,
4PZ789SU557,A,iOS,,Transport,Female,
5IA897ZU275,A,Android,,GrabFood,Female,2
7UL976BA216,A,iOS,,GrabFood,Female,
5KP730TE125,A,iOS,,Transport,Female,
3NK802PM153,A,iOS,,Transport,Male,2
8IA403SA495,A,Android,,Transport,Female,
2CN191UE255,A,iOS,,Transport,Female,
8JN658JQ075,A,iOS,,Transport,Female,
6AD641FQ834,A,Android,,Transport,Female,
1HY972GN571,A,Android,,Transport,Female,
3DE896MJ456,A,Android,,GrabExpress,Female,
5YB783SH857,A,Android,,GrabFood,Female,
9ZP231EL589,A,Android,,Transport,Female,
8FS843KX278,A,Android,,GrabFood,Male,
8AY077XI635,A,iOS,,GrabFood,Male,
6OT438KQ858,A,Android,,Transport,Male,
5IJ319HC282,A,Android,,Transport,Female,
8RJ562RL426,A,Android,,Transport,Female,
4SQ438GU623,A,Android,,GrabFood,Female,
5UF309MW022,A,iOS,,Transport,Male,
3LB559QC525,A,Android,,Transport,Female,
3ZN931DN286,A,Android,,GrabFood,Male,
7BY782NI492,A,Android,,Transport,Female,
8KA486LF941,G,Android,,GrabFood,Female,
1GY973VF717,A,iOS,,GrabMart,Male,
6GR520MG352,A,iOS,,Transport,Male,
1KF487JW857,A,Android,,GrabFood,Female,
9LO444SP485,C,Android,,GrabFood,Male,
2ZV286SM728,C,Android,,GrabFood,Male,
1XI928DH899,C,Android,,GrabFood,Female,
4MB588MK630,C,Android,,Transport,Female,
9UT901AE710,D,Android,,GrabFood,Female,
1HG650BG311,C,Android,,GrabFood,Female,2
5CP848OQ084,A,Android,,Transport,Male,
6LN088YS978,G,Android,,GrabFood,Female,
9DK582CY721,B,Android,,Transport,Male,
6UM366NP973,C,Android,,GrabFood,Male,
9GV394NQ694,C,Android,,GrabFood,Male,
8UC836IM089,C,Android,,GrabFood,Female,
3YH049ZO648,A,Android,,Transport,Male,
2EE849CJ002,B,Android,,Transport,Female,
9EO440ZH094,C,iOS,,Transport,Female,
8KB246BI409,C,iOS,,Transport,Female,
8CP902BS889,C,iOS,,Transport,Female,
3KQ427OX025,C,Android,,GrabFood,Male,
1MT235AK625,C,iOS,,Transport,Female,
7BR747DH585,C,iOS,,GrabFood,Male,
6NK590GK243,C,Android,,GrabFood,Male,
2IN847DP981,C,Android,,GrabFood,Female,
9YC818RZ524,C,iOS,,GrabFood,Male,
1KL292II871,C,Android,,GrabFood,Male,
8KM704KR541,C,iOS,,GrabFood,Male,
2HX469DT919,C,iOS,,GrabFood,Female,
6AM667OS446,C,iOS,,GrabFood,Female,
3FG680EK759,C,iOS,,GrabFood,Male,
5VG068DV345,C,iOS,,Transport,Male,
5MS347GA312,A,Android,,Transport,Male,
3AA730BN638,A,Android,,Transport,Male,
6OX097WC229,E,iOS,,GrabFood,Female,
1HD740AS242,A,iOS,,GrabFood,Male,
5QO014XW753,G,iOS,,Transport,Male,
2KY905PF759,A,Android,,Transport,Female,
6HP529SU399,A,iOS,,Transport,Male,
6DM341XD742,A,iOS,,Transport,Female,2
6BL329QE128,A,iOS,,Transport,Female,
8XM367RL251,A,iOS,,GrabFood,Male,2
1TC643EJ061,A,iOS,,Transport,Female,
9FN276JB021,A,iOS,,Transport,Female,
6OT766VD595,A,iOS,,Transport,Male,2
1PF026CP119,A,iOS,,Transport,Female,
2SD362EJ061,A,iOS,,Transport,Male,2
3WG761LX408,A,iOS,,Transport,Female,
1JZ645MJ408,F,Android,,GrabFood,Female,
3RN132PA527,F,Android,,Transport,Female,
5JY969SF766,F,Android,,GrabFood,Female,
1UD200KZ582,A,iOS,Apr-22,Transport,Male,2
1KG960VB256,F,iOS,Feb-22,Transport,Female,
7SP098TN120,A,iOS,,Transport,Female,
8AD866VL006,H,Android,,GrabFood,Male,
9NE044ZM939,A,iOS,,Transport,Female,
3IR582IE545,A,iOS,,Transport,Male,
4IH774ZC748,A,iOS,,GrabFood,Female,
1MZ186KC514,A,Android,,GrabFood,Female,
9BB914YN592,A,Android,,Transport,Female,
1MZ679VH775,A,Android,,GrabFood,Male,
4JH143HY134,A,iOS,,Transport,Female,
4OI097RE435,A,iOS,,Transport,Female,
3IF700RM039,A,iOS,,Transport,Male,
9SG399OP065,A,iOS,,Transport,Female,
7MF308MY859,A,Android,,Transport,Female,
1LU349ZL836,A,Android,,GrabFood,Female,
4UB899JW761,A,iOS,,GrabFood,Female,
9UI355NT439,A,Android,,GrabFood,Male,
6XV336IC967,A,iOS,,GrabFood,Male,
4OK052IE655,A,Android,,GrabFood,Female,
5ZV170DD252,A,iOS,,GrabFood,Female,2
6QW998VG822,A,iOS,,Transport,Male,
6VT968GI124,A,Android,,Transport,Female,
7OR861RP220,A,iOS,,Transport,Male,
8JE844SD777,A,iOS,,GrabFood,Female,
4QI569ZC714,A,Android,,Transport,Male,
3IK328WJ560,A,iOS,,GrabFood,Female,
7ZO987VY783,A,Android,,GrabFood,Female,
2SS239KP388,A,Android,,GrabFood,Male,2
6RQ975HP536,A,Android,,Transport,Male,2
6XR244QE866,A,Android,,Transport,Male,
2UM629FL998,A,Android,,Transport,Male,
5QQ605GS760,B,Android,,GrabFood,Female,
5ES164PO796,E,Android,,GrabFood,Female,
7NL026RT764,C,Android,,GrabFood,Male,
1YG520BC264,A,Android,,GrabFood,Female,
9VL522RT684,A,iOS,,Transport,Male,
2JO018CL312,A,iOS,,Transport,Male,
1SS636IS798,A,iOS,,GrabFood,Female,
8IM040ZO588,A,iOS,,Transport,Female,
7NT293VJ629,A,iOS,,Transport,Female,
8KI606UG160,A,Android,,GrabFood,Male,
5IR557AV702,A,Android,,GrabFood,Female,
2TZ339CU383,B,Android,,Transport,Male,
9HB103AV012,A,Android,,GrabFood,Male,
8WJ281XY696,A,iOS,,GrabFood,Female,
5CL468UD883,B,Android,,GrabFood,Male,
6YF817QN125,D,Android,,GrabFood,Female,
2AQ593DW603,D,iOS,,GrabFood,Female,
8BC381JQ735,C,iOS,,GrabFood,Male,2
9ED696SA381,D,iOS,,GrabFood,Female,2
7PC993ET481,D,Android,,GrabFood,Female,
2IW669LS474,D,Android,,GrabFood,Female,
5UG594RM143,C,Android,,Transport,Female,
7PZ469RL751,C,iOS,,GrabFood,Female,
1RO302VG554,C,Android,,GrabFood,Male,
3DJ027RS490,C,Android,,GrabFood,Male,
9HO297LU224,C,iOS,,Transport,Female,
4AA437QX247,C,Android,,GrabFood,Female,
2FD185XU445,C,Android,,GrabFood,Female,
2XK223IR447,C,iOS,,Transport,Male,2
5BI548EC260,C,Android,,GrabFood,Female,
3XB911DN065,C,Android,,Transport,Female,
7CO139JO066,C,Android,,Transport,Female,
8GU363EX066,C,iOS,,GrabFood,Male,
3RA195FZ209,C,Android,,GrabFood,Female,
7CH444OB147,D,iOS,,Transport,Female,
3SC047MH336,H,iOS,,Transport,Male,
6MQ184OR546,C,iOS,,Transport,Female,2
7EF811LK333,A,iOS,,Transport,Female,
2GI894XJ643,D,Android,,GrabFood,Female,
2SO110NR947,A,Android,,Transport,Female,
6QD553IB056,C,iOS,,GrabFood,Male,
2AA159IG481,C,Android,,Transport,Male,
7ES373YK254,A,iOS,,GrabFood,Male,
3AX327JP895,H,Android,,GrabFood,Female,
2HN909AU472,C,Android,,GrabFood,Female,
1UU412US637,A,Android,,GrabFood,Female,
8LT472VK914,C,Android,,Transport,Female,
9IX229BK416,C,iOS,,Transport,Female,
5YL102WX220,C,Android,,Transport,Male,
1TN135AV108,G,iOS,Feb-22,GrabFood,Male,
3RD236EO021,A,iOS,,GrabFood,Male,
9WQ777AN599,G,Android,,GrabFood,Female,
8PY047AT035,G,iOS,,GrabFood,Female,
4GJ684DZ135,G,Android,,Transport,Female,
3WL820MC661,G,iOS,,GrabFood,Female,
4SQ895HB266,G,Android,,GrabFood,Female,
5TK639YB748,G,Android,,GrabFood,Male,
4YG143TS779,G,iOS,,GrabFood,Female,
2FV403AZ176,G,iOS,,GrabFood,Male,
8QX382KG327,G,iOS,,GrabFood,Female,
7KI174QB626,G,Android,,GrabFood,Male,
2WC723MK942,A,Android,,GrabFood,Female,2
3MU455XB234,A,iOS,,Transport,Male,
2JL278EO779,A,iOS,,GrabFood,Female,
9RF521XE103,A,Android,,Transport,Female,
5EP363PX507,A,Android,,GrabFood,Male,
4BZ494CR256,A,iOS,,GrabFood,Male,
8FC898NO848,A,iOS,,Transport,Female,
9TP942HI609,A,iOS,,GrabFood,Female,
9NB760EJ688,A,Android,,GrabFood,Male,
6LY193RB631,A,Android,,GrabFood,Female,
8QJ657DC575,A,iOS,,Transport,Female,
5SL189YG278,A,Android,,GrabFood,Male,
9KK076HK849,A,iOS,,Transport,Female,
1SJ469YZ346,A,Android,,Transport,Female,
9UD930HT680,A,Android,,Transport,Female,
7UP275HA851,A,Android,,Transport,Female,
9UH347GZ372,A,iOS,,Transport,Female,
3ER247EP345,A,iOS,,Transport,Female,
3PH508OH827,A,Android,,GrabFood,Female,
1BY973WQ547,A,iOS,,Transport,Female,
8CI318NY541,A,Android,,GrabFood,Female,
5ZV888BO305,A,Android,,GrabFood,Female,
9FA051QE678,A,Android,,GrabFood,Female,
1RS456ZL144,A,Android,,Transport,Female,
3XS746RZ120,A,Android,,GrabFood,Female,
1NZ926TY660,A,iOS,,Transport,Female,
4HN318WY457,A,iOS,,Transport,Male,
5LO163BW496,A,Android,,GrabFood,Male,
9JL250QV573,A,iOS,,Transport,Female,
7MX547SC229,A,iOS,,Transport,Female,
8VB359RC117,A,iOS,,Transport,Male,
1XT005ZZ688,A,iOS,,Transport,Female,
3KD285HM798,A,Android,,GrabFood,Male,
3ML197BL179,A,iOS,,GrabFood,Female,
9TG637AZ518,A,iOS,,Transport,Male,
4WQ182YX531,A,Android,,GrabFood,Male,
8PP087BH544,A,Android,,GrabFood,Female,
7QK669IH593,A,iOS,,GrabFood,Female,
7PJ146EE895,A,iOS,,Transport,Female,2
1XK626UX814,A,Android,,GrabFood,Female,2
3QF836TO719,A,Android,,GrabFood,Female,2
4SM040HQ290,A,Android,,GrabFood,Female,2
2VG256OJ361,A,Android,,Transport,Female,
6EK102PG540,A,Android,,GrabFood,Male,
9UE637RK056,A,iOS,,Transport,Female,
4DW667YI560,A,iOS,,Transport,Male,
4RT581TG500,A,Android,,Transport,Female,
1VM786PC358,A,iOS,,Transport,Male,
6WQ368SZ160,G,Android,,GrabFood,Female,
6VV645VK959,G,Android,,GrabFood,Female,
4OL590JB506,G,Android,,GrabFood,Female,
9IE387QY835,G,Android,,GrabFood,Female,
6IR445TI556,G,iOS,,GrabFood,Female,
3IY525MZ496,G,iOS,,GrabFood,Male,
3CZ027HD947,G,Android,,GrabFood,Female,
7NN881WJ012,G,Android,,GrabFood,Female,
6FZ451JZ730,G,iOS,,GrabFood,Female,
8SC278EU857,G,Android,,GrabFood,Female,
1EA474KU217,G,iOS,,GrabFood,Female,
4GS193NN742,G,iOS,,GrabFood,Female,
6RC856XM883,G,iOS,,Transport,Female,
5UA976AV883,G,iOS,,GrabFood,Female,
1XQ764SY420,G,Android,,GrabFood,Male,
9TN326CZ886,G,Android,,GrabFood,Male,
5ME734WF605,D,Android,,GrabFood,Male,
1FW598EJ253,D,iOS,,GrabFood,Male,
7GG549MF070,D,Android,,Transport,Female,
5OB793LG909,A,Android,,GrabFood,Female,
9VL168GA044,A,iOS,,Transport,Male,
1PX950WY809,A,Android,,Transport,Female,
9KR873WC580,A,Android,,Transport,Female,
1HI407VL673,A,Android,,Transport,Female,
4VP720UA018,A,Android,,GrabFood,Female,
2SP725II421,A,iOS,,GrabFood,Male,
4UO027SX177,A,Android,,GrabMart,Male,
5YZ817IG992,A,iOS,,GrabFood,Female,
4OE602YS575,A,Android,,Transport,Female,
7IM343GQ808,A,iOS,,Transport,Female,
1CW137KK226,A,iOS,,Transport,Male,
7KY873EU880,A,Android,,Transport,Female,
8AE933MI320,G,iOS,,Transport,Male,
2VI872YP461,G,Android,,Transport,Male,
5XB519IU498,G,iOS,,GrabFood,Female,2
9AU283JH323,G,Android,,GrabFood,Male,
2VJ940HH856,G,Android,,GrabFood,Female,
3JF533DB759,G,Android,,GrabFood,Female,
9EZ363AC278,G,Android,,GrabFood,Female,
1AA787BQ981,G,Android,,GrabFood,Female,
3YH629KV965,G,iOS,,GrabFood,Female,
2NI653IS956,G,iOS,,GrabFood,Female,
3SB008AH443,G,iOS,,GrabFood,Male,
8DR136TC931,G,Android,,GrabFood,Female,
3TW025GA451,B,iOS,Mar-22,Transport,Female,1
3CZ839EN468,A,iOS,,Transport,Female,2
3MH163XD452,B,Android,May-22,GrabFood,Female,
5JR759FL781,D,Android,,Transport,Male,
9CQ883RZ030,D,Android,,GrabFood,Male,
6XB100ID281,D,Android,,GrabFood,Female,
1NQ061MO597,D,Android,,GrabFood,Male,
8EC942ZN251,D,Android,,GrabFood,Female,
3AT873PO106,D,iOS,,GrabFood,Male,
4PN840QN585,D,iOS,,Transport,Female,
8NK392OV562,G,iOS,,Transport,Female,
8OK047YG854,B,Android,,Transport,Female,
2XV123FA887,A,iOS,,GrabFood,Female,
2LP583KQ740,A,iOS,,Transport,Female,
5RA582HR746,A,Android,,GrabFood,Male,
5RM917AR263,A,iOS,,Transport,Male,
5EA269MZ835,A,Android,,GrabFood,Male,
4ON450BL065,A,iOS,,GrabFood,Female,
5NG602FX464,A,iOS,,Transport,Male,
4UQ759GY970,A,iOS,,Transport,Male,
1EJ841PE781,A,iOS,,Transport,Female,
1KT342IJ095,A,iOS,,Transport,Female,
2EX637PP208,A,Android,,Transport,Female,
4RW707ZQ318,A,iOS,,GrabFood,Female,
4RV873VW412,A,iOS,,Transport,Male,
8VG534MU028,A,Android,,Transport,Male,2
1NP956YX433,A,Android,,Transport,Female,
5TT036QA626,A,iOS,,Transport,Female,
4HC794YW138,F,Android,,GrabFood,Female,
8TL652MI822,A,iOS,,GrabFood,Female,
3EG977PK475,D,Android,,Transport,Female,
4HB521CJ585,D,Android,,GrabFood,Female,
6HU205TU772,D,Android,,GrabFood,Male,
7WV955FP111,D,Android,,GrabFood,Male,
2PE986AD646,D,Android,,GrabFood,Male,
4NZ179KU486,D,Android,,GrabFood,Female,
9FP738VU799,D,iOS,,GrabFood,Male,
9AF047DZ059,D,Android,,GrabFood,Female,2
6UD457TH369,A,Android,,Transport,Female,
8FZ797SP292,G,iOS,,GrabFood,Female,2
7IL307ID782,B,Android,,GrabFood,Female,
3VI338IF944,C,iOS,,Transport,Male,
2WA533HG385,C,iOS,,Transport,Female,
4AB286QE005,C,Android,,GrabFood,Female,
2YN298DC036,C,iOS,,GrabFood,Male,
6WK079WK351,C,iOS,,GrabFood,Female,
9TV918WR893,C,Android,,GrabFood,Female,
7LP557JR210,C,Android,,Transport,Female,
5LG732BQ480,C,Android,,Transport,Male,
6LZ594LL826,G,iOS,,Transport,Male,
6ZG724SR479,A,iOS,,Transport,Male,
2UR393RB299,A,iOS,,Transport,Male,
3FW846YJ010,A,Android,,Transport,Male,
9CW004RJ749,E,iOS,,GrabFood,Female,
5LG053AH583,C,Android,,Transport,Male,
2NI429PU726,A,iOS,,Transport,Male,
2FQ005XA735,C,iOS,Apr-22,GrabFood,Female,
8AI524EF219,C,Android,Apr-22,GrabFood,Male,2
3VO826WC728,C,iOS,Feb-22,Transport,Male,2
3NP160JO055,C,iOS,May-22,Transport,Female,2
6VP563ZV244,C,iOS,,GrabFood,Female,2
4JS087TE533,C,iOS,,Transport,Male,2
5DW682AN534,C,iOS,Feb-22,Transport,Male,
1IP318VZ926,C,Android,,GrabFood,Female,2
9SH734FL489,C,iOS,,GrabFood,Male,2
7PX474XH005,C,Android,,Transport,Female,
4TQ152RI541,C,iOS,,Transport,Female,2
