passenger_id,month,gmv,tpv,booking,cashless_bookings,grabfood_gmv,grabfood_tpv,grabfood_booking,grabfood_promo,grabmart_gmv,grabmart_tpv,grabmart_booking,grabmart_promo,transport_gmv,transport_tpv,transport_booking,transport_promo,grabexpress_gmv,grabexpress_tpv,grabexpress_booking,grabexpress_promo,earned_point_l30d,burned_point_l30d,eom_point_balance,eom_reward_tier
2VN614DR432,1-Apr-22,134.2,105.55,12,9,134.2,105.55,12,43.35,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,silver
2VN614DR432,1-May-22,18.9,2.1,2,1,16.8,0,1,6.35,0,0,0,0,2.1,2.1,1,0.26,0,0,0,0,20,0,20,silver
2VN614DR432,1-Jun-22,28.6,28.6,3,3,28.6,28.6,3,8.1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,silver
1WA057NW473,1-Apr-22,148.75,113.8,14,11,148.75,113.8,14,19.9,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,gold
1WA057NW473,1-May-22,162.65,145.6,14,13,162.65,145.6,14,20.35,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,gold
1WA057NW473,1-Jun-22,79.2,59.3,6,5,79.2,59.3,6,3.8,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,gold
2WG903IX847,1-Apr-22,2.56,0,1,0,0,0,0,0,0,0,0,0,2.56,0,1,0,0,0,0,0,0,0,0,member
2WG903IX847,1-Jun-22,3.55,3.55,1,1,3.55,3.55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,member
6IG997IE002,1-Apr-22,15.85,15.85,2,2,15.85,15.85,2,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,member
6IG997IE002,1-May-22,22.3,22.3,4,4,22.3,22.3,4,3.65,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,member
6IG997IE002,1-Jun-22,6.65,6.65,2,2,6.65,6.65,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,member
3PH991WF295,1-Apr-22,40.21,40.21,5,5,13.7,13.7,2,0,0,0,0,0,26.51,26.51,3,7.9,0,0,0,0,20,0,160,gold
3PH991WF295,1-May-22,6.5,6.5,1,1,6.5,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,160,gold
3ZT440TS701,1-Apr-22,6.05,0,1,0,0,0,0,0,0,0,0,0,6.05,0,1,0,0,0,0,0,0,0,0,member
7VR955EO214,1-Apr-22,524.77,0,30,0,470.4,0,25,26.75,37.14,0,3,0,17.23,0,2,0,0,0,0,0,0,0,0,member
7VR955EO214,1-May-22,438.69,0,22,0,389,0,19,76.55,39.64,0,1,0.93,10.05,0,2,0,0,0,0,0,0,0,0,member
7VR955EO214,1-Jun-22,506.15,0,23,0,454.15,0,20,95.25,52,0,3,0.14,0,0,0,0,0,0,0,0,0,0,0,member
5NJ413MS164,1-Apr-22,12,12,1,1,12,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,member
5NJ413MS164,1-May-22,13,13,1,1,13,13,1,1.95,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,member
9TO696CD476,1-May-22,138.67,0,9,0,27.7,0,3,2.25,0,0,0,0,110.97,0,6,0,0,0,0,0,0,0,0,member
9VO657QY598,1-Jun-22,4.36,0,1,0,0,0,0,0,0,0,0,0,4.36,0,1,0,0,0,0,0,0,0,0,member
1HC439SF713,1-Apr-22,56.69,56.69,11,11,42.55,42.55,9,2.5,14.14,14.14,2,0,0,0,0,0,0,0,0,0,20,20,20,platinum
1HC439SF713,1-May-22,155.53,155.53,22,22,145.1,145.1,20,6,10.43,10.43,2,0,0,0,0,0,0,0,0,0,40,40,20,platinum
1HC439SF713,1-Jun-22,223.22,223.22,34,34,211.15,211.15,32,9,12.07,12.07,2,0,0,0,0,0,0,0,0,0,40,40,20,platinum
9LM466XI346,1-May-22,12.36,0,3,0,0,0,0,0,0,0,0,0,12.36,0,3,0,0,0,0,0,0,0,0,member
8OK047YG854,1-Apr-22,44.02,0,7,0,9.25,0,2,0,0,0,0,0,34.77,0,5,0,0,0,0,0,0,0,0,member
8OK047YG854,1-May-22,3.55,0,1,0,3.55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member
8OK047YG854,1-Jun-22,20.71,0,4,0,16.4,0,3,0,0,0,0,0,4.31,0,1,0,0,0,0,0,0,0,0,member
7PO268FU110,1-Apr-22,120.84,19.2,21,4,116.2,19.2,20,4.25,4.64,0,1,0,0,0,0,0,0,0,0,0,20,40,20,silver
7PO268FU110,1-May-22,166.55,13.05,25,2,166.55,13.05,25,7.25,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,silver
7PO268FU110,1-Jun-22,132.05,3.25,20,1,132.05,3.25,20,7.45,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,silver
7WS622ZI973,1-May-22,51.6,0,2,0,51.6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member
1YU678KA737,1-Apr-22,1089.91,1089.91,26,26,1079.65,1079.65,25,20.9,0,0,0,0,10.26,10.26,1,0,0,0,0,0,140,0,1520,platinum
1YU678KA737,1-May-22,1242.51,1242.51,27,27,1152.3,1152.3,26,7.45,0,0,0,0,90.21,90.21,1,0,0,0,0,0,160,0,1680,platinum
1YU678KA737,1-Jun-22,1281.67,1281.67,33,33,1252.85,1252.85,31,72.2,0,0,0,0,28.82,28.82,2,0,0,0,0,0,160,0,1840,platinum
8MT212XL493,1-Apr-22,17.55,9.65,2,1,17.55,9.65,2,1.5,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,member
8MT212XL493,1-Jun-22,39.86,39.86,1,1,0,0,0,0,39.86,39.86,1,0,0,0,0,0,0,0,0,0,20,0,20,member
5YZ817IG992,1-Apr-22,85.9,0,13,0,85.9,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member
5YZ817IG992,1-May-22,22.05,0,4,0,22.05,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member
5YZ817IG992,1-Jun-22,8.75,0,2,0,8.75,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member
6TM491SJ539,1-Apr-22,21.62,0,2,0,14.9,0,1,0,0,0,0,0,6.72,0,1,0,0,0,0,0,0,0,0,member
6TM491SJ539,1-May-22,11.2,0,1,0,11.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member
7SN090SG143,1-Apr-22,8.21,8.21,1,1,0,0,0,0,8.21,8.21,1,0,0,0,0,0,0,0,0,0,20,0,60,gold
7SN090SG143,1-Jun-22,39.07,39.07,2,2,0,0,0,0,39.07,39.07,2,0,0,0,0,0,0,0,0,0,20,0,60,member
2IA062OP240,1-Apr-22,7.8,7.8,1,1,7.8,7.8,1,2.5,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,gold
2IA062OP240,1-May-22,10.3,10.3,1,1,10.3,10.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,gold
2IA062OP240,1-Jun-22,8.5,8.5,1,1,8.5,8.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,silver
2QZ661FG871,1-May-22,3.54,0,1,0,0,0,0,0,0,0,0,0,3.54,0,1,3.08,0,0,0,0,0,0,20,member
4WI397TW574,1-May-22,9.05,9.05,1,1,0,0,0,0,0,0,0,0,9.05,9.05,1,0,0,0,0,0,20,0,20,member
4WI397TW574,1-Jun-22,30.51,30.51,5,5,0,0,0,0,0,0,0,0,30.51,30.51,5,0,0,0,0,0,20,0,20,member
2FZ070MX353,1-Apr-22,17.35,0,2,0,17.35,0,2,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member
2FZ070MX353,1-May-22,8.75,0,1,0,8.75,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member
7BK855FA431,1-Apr-22,122.23,0,7,0,0,0,0,0,0,0,0,0,16.56,0,1,4.97,105.67,0,6,20.67,0,0,0,member
7BK855FA431,1-May-22,138.18,0,7,0,0,0,0,0,0,0,0,0,17.85,0,1,5.13,120.33,0,6,37.33,0,0,0,member
7BK855FA431,1-Jun-22,76,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,5,22.67,0,0,0,member
1MZ360FR823,1-Apr-22,10.71,0,1,0,0,0,0,0,10.71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,member
1MZ360FR823,1-May-22,44.4,0,4,0,44.4,0,4,12.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member
1MZ360FR823,1-Jun-22,55.05,0,5,0,55.05,0,5,20.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member
2XE893DL919,1-Apr-22,3.85,0,1,0,0,0,0,0,0,0,0,0,3.85,0,1,0,0,0,0,0,0,0,0,member
2XE893DL919,1-May-22,7.08,0,2,0,0,0,0,0,0,0,0,0,7.08,0,2,0,0,0,0,0,0,0,0,member
2XE893DL919,1-Jun-22,20.33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20.33,0,1,0,0,0,0,member
9JQ567ZA338,1-Apr-22,61.58,61.58,6,6,49.15,49.15,5,13.4,12.43,12.43,1,0,0,0,0,0,0,0,0,0,20,0,40,platinum
9JQ567ZA338,1-May-22,97.2,97.2,9,9,87.15,87.15,7,22.85,0,0,0,0,10.05,10.05,2,3.59,0,0,0,0,20,40,20,platinum
9JQ567ZA338,1-Jun-22,237.4,237.4,22,22,237.4,237.4,22,79.45,0,0,0,0,0,0,0,0,0,0,0,0,20,0,40,platinum
8QB122FZ677,1-May-22,3.75,0,1,0,3.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member
8QB122FZ677,1-Jun-22,29.5,0,4,0,29.5,0,4,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member
3TX021IC271,1-Apr-22,118.1,58.75,20,13,118.1,58.75,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,silver
3TX021IC271,1-May-22,204.55,107.5,35,20,204.55,107.5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,silver
3TX021IC271,1-Jun-22,144.85,52.5,23,10,144.85,52.5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,40,silver
2QT708JO288,1-Apr-22,94.51,94.51,7,7,69.3,69.3,6,18.6,25.21,25.21,1,8.5,0,0,0,0,0,0,0,0,20,0,20,silver
2QT708JO288,1-May-22,110.38,101.95,8,7,101.95,101.95,7,24.5,8.43,0,1,0,0,0,0,0,0,0,0,0,20,20,20,silver
2QT708JO288,1-Jun-22,37.55,31.1,4,3,37.55,31.1,4,8.15,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,silver
2NA042YP772,1-Apr-22,25.2,0,6,0,25.2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member
2NA042YP772,1-Jun-22,22.95,0,5,0,22.95,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member
3DM584SL501,1-Apr-22,40,40,5,5,40,40,5,10.25,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,silver
3DM584SL501,1-May-22,30.85,30.85,2,2,30.85,30.85,2,2.85,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,silver
3DM584SL501,1-Jun-22,90.5,90.5,8,8,90.5,90.5,8,22.6,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,silver
7GE244YU427,1-Apr-22,331.44,331.44,22,22,318.3,318.3,21,2.85,13.14,13.14,1,0.71,0,0,0,0,0,0,0,0,40,40,20,gold
7GE244YU427,1-May-22,842.15,842.15,67,67,715.15,715.15,60,46.6,127,127,7,9.36,0,0,0,0,0,0,0,0,60,80,20,platinum
7GE244YU427,1-Jun-22,449.11,449.11,43,43,399.85,399.85,38,42.65,36.93,36.93,4,0.79,0,0,0,0,12.33,12.33,1,12.33,60,60,20,platinum
9HU900ND694,1-Apr-22,42,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,4,0,0,0,0,member
9HU900ND694,1-May-22,27.59,0,3,0,0,0,0,0,0,0,0,0,4.26,0,1,0,23.33,0,2,0,0,0,0,member
7CT178WQ742,1-Jun-22,5.25,0,1,0,5.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member
4FU277ET433,1-Apr-22,13.2,13.2,2,2,13.2,13.2,2,4.65,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,silver
4FU277ET433,1-May-22,3.75,3.75,1,1,3.75,3.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,silver
8JA668KU702,1-May-22,25.28,0,4,0,0,0,0,0,0,0,0,0,25.28,0,4,1.95,0,0,0,0,0,0,0,member
8JA668KU702,1-Jun-22,16.52,0,2,0,9.65,0,1,5.25,0,0,0,0,6.87,0,1,0,0,0,0,0,0,0,0,member
3ZZ844CQ689,1-Apr-22,433.2,433.2,6,6,433.2,433.2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,200,platinum
3ZZ844CQ689,1-Jun-22,13,13,1,1,13,13,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,20,0,220,platinum
3IG098FA013,1-Apr-22,38.78,0,3,0,33.55,0,2,0,0,0,0,0,5.23,0,1,0,0,0,0,0,0,0,0,member
3IG098FA013,1-May-22,19.35,0,2,0,19.35,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member
3IG098FA013,1-Jun-22,4.31,0,1,0,0,0,0,0,0,0,0,0,4.31,0,1,0,0,0,0,0,0,0,0,member
2SR461QN410,1-Apr-22,314.8,314.8,29,29,205.85,205.85,24,65.2,97.29,97.29,4,9.79,0,0,0,0,11.67,11.67,1,4.67,40,80,20,platinum
2SR461QN410,1-May-22,205.95,205.95,27,27,205.95,205.95,27,71.4,0,0,0,0,0,0,0,0,0,0,0,0,20,40,20,platinum
2SR461QN410,1-Jun-22,243.23,243.23,29,29,222.9,222.9,28,69.9,0,0,0,0,0,0,0,0,20.33,20.33,1,20,40,20,40,platinum
3YY147TF040,1-Jun-22,3.95,0,1,0,3.95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member
7PR508ZU250,1-Apr-22,25.24,0,4,0,19.8,0,3,0,0,0,0,0,5.44,0,1,0,0,0,0,0,0,0,0,member
7PR508ZU250,1-May-22,8.5,0,1,0,8.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member
7PR508ZU250,1-Jun-22,32.72,0,6,0,17.95,0,3,0,0,0,0,0,14.77,0,3,0,0,0,0,0,0,0,0,member
2HB761DA529,1-Apr-22,57.8,9.85,5,1,57.8,9.85,5,1.3,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,member
2HB761DA529,1-May-22,45.88,45.88,5,5,34.75,34.75,4,0,0,0,0,0,11.13,11.13,1,0,0,0,0,0,20,0,20,member
2HB761DA529,1-Jun-22,8,8,2,2,8,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,member
5TB052KZ732,1-May-22,6.9,0,1,0,6.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member
8NO372KD878,1-Apr-22,3.15,0,1,0,3.15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member
2AT812PG362,1-Apr-22,65.5,0,9,0,65.5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member
2AT812PG362,1-May-22,51.17,0,9,0,46.55,0,8,3.6,0,0,0,0,4.62,0,1,0,0,0,0,0,0,0,0,member
2AT812PG362,1-Jun-22,12.45,0,2,0,12.45,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member
4QY536RB837,1-Apr-22,210.9,210.9,17,17,140.45,140.45,11,6.95,66.14,66.14,5,0,4.31,4.31,1,0,0,0,0,0,40,80,40,platinum
4QY536RB837,1-May-22,245.83,245.83,25,25,185.05,185.05,18,13.3,41.86,41.86,4,0,18.92,18.92,3,0,0,0,0,0,40,40,40,platinum
4QY536RB837,1-Jun-22,217.97,217.97,27,27,201.4,201.4,24,4,12.57,12.57,2,0,4,4,1,0,0,0,0,0,40,0,60,platinum
1FX326EV768,1-Apr-22,336.53,92.6,20,10,109.2,92.6,11,6.85,0,0,0,0,0,0,0,0,227.33,0,9,46.67,20,0,40,silver
1FX326EV768,1-May-22,302.4,198.4,19,15,198.4,198.4,15,31.8,0,0,0,0,0,0,0,0,104,0,4,10,20,40,20,gold
1FX326EV768,1-Jun-22,59.05,59.05,6,6,59.05,59.05,6,3,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,gold
2QH734CA792,1-Apr-22,119.5,0,11,0,119.5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member
2QH734CA792,1-May-22,157.85,0,15,0,157.85,0,15,16.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member
2QH734CA792,1-Jun-22,163.45,0,14,0,163.45,0,14,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member
1XV071QC095,1-Apr-22,69.8,69.8,10,10,69.8,69.8,10,1.85,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,silver
1XV071QC095,1-May-22,20.9,20.9,3,3,20.9,20.9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,silver
1XV071QC095,1-Jun-22,6.5,6.5,2,2,6.5,6.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,silver
3DD169YG773,1-Apr-22,25.05,22.05,5,4,25.05,22.05,5,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,silver
3DD169YG773,1-May-22,17.35,17.35,3,3,17.35,17.35,3,3,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,silver
3DD169YG773,1-Jun-22,52.25,3.75,4,1,52.25,3.75,4,0.25,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,silver
8FV704AC180,1-May-22,71.61,71.61,5,5,41.05,41.05,2,3.5,0,0,0,0,30.56,30.56,3,9.23,0,0,0,0,20,0,20,member
8FV704AC180,1-Jun-22,33.23,17.44,6,3,0,0,0,0,0,0,0,0,33.23,17.44,6,6,0,0,0,0,20,0,20,silver
4BT175CU031,1-Apr-22,185.34,174.7,12,11,174.7,174.7,11,47.75,10.64,0,1,3.07,0,0,0,0,0,0,0,0,20,20,20,gold
4BT175CU031,1-May-22,138.4,138.4,12,12,138.4,138.4,12,44.35,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,platinum
4BT175CU031,1-Jun-22,208.6,208.6,16,16,208.6,208.6,16,58.2,0,0,0,0,0,0,0,0,0,0,0,0,20,40,20,platinum
7GT425UG855,1-Apr-22,154.44,14.95,29,1,148.3,14.95,28,14.95,6.14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,member
7GT425UG855,1-May-22,196.5,33.6,36,4,196.5,33.6,36,9.5,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,member
7GT425UG855,1-Jun-22,261.4,32.75,41,4,261.4,32.75,41,15,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,member
1VW048QK758,1-Apr-22,30.5,0,7,0,30.5,0,7,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member
1VW048QK758,1-Jun-22,3.25,0,1,0,3.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member
3PT477EN919,1-Apr-22,12.55,0,2,0,12.55,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member
3PT477EN919,1-May-22,4.41,0,1,0,0,0,0,0,0,0,0,0,4.41,0,1,0,0,0,0,0,0,0,0,member
5NB231KT514,1-Apr-22,215.65,203.59,37,35,84.2,84.2,13,21.45,16.43,8.93,2,0,115.03,110.46,22,27.59,0,0,0,0,20,60,20,gold
5NB231KT514,1-May-22,534.38,518.77,72,69,301.8,292.55,33,92.8,75.14,68.79,4,14.36,157.44,157.44,35,44.26,0,0,0,0,40,60,20,platinum
5NB231KT514,1-Jun-22,368.08,346.66,62,58,138.65,128.4,19,43.6,21.43,16.57,4,0,178,171.69,38,41.79,30,30,1,16.33,40,40,20,platinum
5ID113DD925,1-Apr-22,39.65,36.15,6,5,39.65,36.15,6,11.15,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,silver
5ID113DD925,1-May-22,50.6,24.5,4,1,50.6,24.5,4,6.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,silver
5ID113DD925,1-Jun-22,95.68,4.75,8,1,41,4.75,4,0.75,46.21,0,2,11.21,8.46,0,2,2.56,0,0,0,0,20,0,20,silver
7BF594DN963,1-May-22,14.51,14.51,2,2,0,0,0,0,0,0,0,0,14.51,14.51,2,1.79,0,0,0,0,20,0,20,member
6AP106BQ002,1-Apr-22,15.3,0,4,0,15.3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,member
6AP106BQ002,1-May-22,7.8,0,2,0,7.8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member
5NZ445KZ750,1-Apr-22,14.1,14.1,1,1,14.1,14.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,member
5NZ445KZ750,1-May-22,22.2,22.2,2,2,22.2,22.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,member
5NZ445KZ750,1-Jun-22,7.6,7.6,1,1,7.6,7.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,member
3UP505RV246,1-Apr-22,33.85,0,4,0,33.85,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member
3UP505RV246,1-May-22,60.35,0,9,0,60.35,0,9,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member
3UP505RV246,1-Jun-22,14.27,0,2,0,9.2,0,1,1.5,5.07,0,1,1,0,0,0,0,0,0,0,0,0,0,0,member
9CQ672OF362,1-Apr-22,39.75,0,9,0,39.75,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member
9CQ672OF362,1-May-22,49.6,0,10,0,49.6,0,10,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member
9CQ672OF362,1-Jun-22,64.35,0,13,0,64.35,0,13,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member
3WI677MV654,1-Apr-22,132.13,121.06,19,17,102.3,96.8,14,20,5.57,0,1,0,24.26,24.26,4,4.92,0,0,0,0,20,0,60,platinum
3WI677MV654,1-May-22,174.58,174.58,21,21,163.35,163.35,19,38.35,0,0,0,0,11.23,11.23,2,0,0,0,0,0,20,0,80,platinum
3WI677MV654,1-Jun-22,234.21,234.21,32,32,178.85,178.85,22,61.45,3.93,3.93,1,0,40.1,40.1,8,4.82,11.33,11.33,1,4.67,40,0,120,platinum
4SI822DB446,1-May-22,3.25,0,1,0,3.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member
4SI822DB446,1-Jun-22,7,0,1,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member
7CT183KJ838,1-Apr-22,194.9,194.9,18,18,194.9,194.9,18,69.2,0,0,0,0,0,0,0,0,0,0,0,0,20,0,80,gold
7CT183KJ838,1-May-22,125.7,125.7,16,16,125.7,125.7,16,62.5,0,0,0,0,0,0,0,0,0,0,0,0,20,0,80,gold
7CT183KJ838,1-Jun-22,17,17,2,2,17,17,2,8.55,0,0,0,0,0,0,0,0,0,0,0,0,20,0,80,gold
2TF303TK859,1-Apr-22,61.65,20.55,4,1,61.65,20.55,4,11.15,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,member
2TF303TK859,1-May-22,21.75,0,2,0,21.75,0,2,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,member
2TF303TK859,1-Jun-22,8.5,0,1,0,8.5,0,1,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,member
7LT068IB473,1-Apr-22,71.78,0,11,0,34.4,0,6,0,0,0,0,0,37.38,0,5,0,0,0,0,0,0,0,0,member
7LT068IB473,1-May-22,66.12,0,12,0,53.4,0,10,0,0,0,0,0,12.72,0,2,0,0,0,0,0,0,0,0,member
7LT068IB473,1-Jun-22,310.19,0,42,0,176.65,0,28,4.05,100.36,0,8,0,33.18,0,6,0,0,0,0,0,0,0,0,member
9NT502CF356,1-Apr-22,54.7,0,7,0,54.7,0,7,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member
9NT502CF356,1-Jun-22,31.4,0,6,0,31.4,0,6,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member
9VF549MT974,1-Apr-22,42.25,42.25,2,2,42.25,42.25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,40,gold
9VF549MT974,1-May-22,33.35,33.35,2,2,33.35,33.35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,40,gold
9VF549MT974,1-Jun-22,57.3,57.3,8,8,57.3,57.3,8,1.5,0,0,0,0,0,0,0,0,0,0,0,0,20,0,40,gold
9NA911HR630,1-Apr-22,6.46,6.46,1,1,0,0,0,0,0,0,0,0,6.46,6.46,1,1.95,0,0,0,0,20,0,20,silver
9NA911HR630,1-Jun-22,75.78,68.55,11,10,22.65,22.65,2,5.45,0,0,0,0,53.13,45.9,9,11.85,0,0,0,0,20,20,20,member
3SY866DM671,1-Apr-22,17.14,0,1,0,0,0,0,0,17.14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,member
3SY866DM671,1-May-22,12.36,0,1,0,0,0,0,0,12.36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,member
3SY866DM671,1-Jun-22,23.64,0,2,0,0,0,0,0,23.64,0,2,0,0,0,0,0,0,0,0,0,0,0,0,member
8OH110WA253,1-Apr-22,5,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member
8OH110WA253,1-Jun-22,14.67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14.67,0,1,14.33,0,0,0,member
8GO749QZ470,1-Apr-22,10.25,0,1,0,10.25,0,1,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member
3IF700RM039,1-Apr-22,5.25,0,1,0,5.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member
3IF700RM039,1-May-22,5.25,0,1,0,5.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member
4PN847DP882,1-Apr-22,7.75,0,1,0,7.75,0,1,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member
3UE672RD595,1-May-22,4,4,1,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,platinum
3UE672RD595,1-Jun-22,38.15,22.8,5,2,38.15,22.8,5,0.75,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,platinum
2BW481VZ803,1-Apr-22,17.1,0,1,0,17.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member
7QV062DM284,1-Apr-22,14.37,0,3,0,11.6,0,2,0,0,0,0,0,2.77,0,1,0,0,0,0,0,0,0,0,member
7QV062DM284,1-Jun-22,12.25,0,1,0,12.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,member
6QQ422HB276,1-Apr-22,92.55,0,17,0,92.55,0,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,silver
6QQ422HB276,1-May-22,193.7,0,35,0,193.7,0,35,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,silver
6QQ422HB276,1-Jun-22,241.81,23.95,48,5,210.95,23.95,45,8.4,30.86,0,3,0,0,0,0,0,0,0,0,0,20,0,20,member
